v3_feature,v4_feature,correlation
feature_shielded_specialized_goalie,feature_inlaid_defensible_gladiator,0.976953342957058
feature_shouted_weary_hagberry,feature_bedfast_primordial_hyponym,0.969926923126894
feature_sidearm_pitchiest_line,feature_toadyish_illiterate_famishment,0.996908375274728
feature_silver_handworked_scauper,feature_piping_geotactic_cusp,1
feature_sixteen_inbreed_are,feature_vegetable_manlier_macaco,0.999063144022645
feature_slack_calefacient_tableau,feature_unpainted_censual_pinacoid,0.997002060872463
feature_sleaziest_neediest_yawn,feature_exploding_delectable_aril,0.995409405710959
feature_sludgiest_telltale_mutant,feature_korean_bassy_strewing,0.99559677690643
feature_sludgy_implemental_sicily,feature_concoctive_symmetric_abulia,0.997002060872463
feature_smoggy_niftiest_lunch,feature_purblind_autarkic_pyrenoid,0.998407344838496
feature_smugger_hydroponic_farnesol,feature_unimpressed_uninflected_theophylline,0.963837359274084
feature_socialized_obconical_itemization,feature_excursive_slaggy_confutation,0.995971519297372
feature_softish_unseparated_caudex,feature_uncompelled_curvy_amerindian,0.964867900849175
feature_sole_soapy_tangible,feature_prostate_kernelly_chromogen,0.950534004395638
feature_sooth_declinatory_chaton,feature_sullied_vulval_disappointing,0.99559677690643
feature_sorted_ignitable_sagitta,feature_eucharistic_widowed_misfeasance,0.988008243489852
feature_spagyric_echt_alum,feature_sardonic_primary_shadwell,0.979763910889125
feature_spicier_caller_billfold,feature_diluted_maxillary_denouement,0.965055272044646
feature_spinal_tainted_effort,feature_rubbliest_cinnamic_gioconda,0.99915682962038
feature_spiroid_chuffy_dachshund,feature_undrowned_ascending_pungency,0.993535693756248
feature_splitting_sexagesimal_teutonisation,feature_marled_coliform_proctorship,0.962900503296729
feature_spongiest_sunbeamed_connolly,feature_uncropped_tipsier_postulator,0.998219973643025
feature_spookiest_expedite_overnighter,feature_ruptured_designing_interpolator,1
feature_springlike_crackjaw_bheesty,feature_happening_tristful_yodeling,0.996908375274727
feature_squishiest_unsectarian_support,feature_lateral_confervoid_belgravia,0.996908375274727
feature_steepled_transistorized_shelter,feature_wounded_crook_gargoylism,1
feature_stelar_balmiest_pellitory,feature_contraceptive_cartelist_beast,0.96496158644691
feature_stentorian_contraband_swarajism,feature_adverbial_inexplicable_schul,1
feature_stereo_orthotone_infernal,feature_cristate_desirable_chime,1
feature_stereotypic_ebracteate_louise,feature_bricky_runed_bottleful,0.970770093506514
feature_stockier_ghastlier_spectrogram,feature_concise_tangy_bentham,0.95259508754582
feature_store_apteral_isocheim,feature_tragical_rainbowy_seafarer,1
feature_streamlined_constricting_boz,feature_conducive_underlying_snood,0.993442008158513
feature_strychnic_structuralist_chital,feature_agee_sold_microhabitat,0.997002060872463
feature_stupid_untidying_fraud,feature_unelected_authorized_lucia,0.997751545654347
feature_stylar_denudate_intonation,feature_cyanotic_unblissful_aeration,0.996533632883785
feature_stylistic_honduran_comprador,feature_bijou_penetrant_syringa,0.997376803263405
feature_subapostolic_dungy_fermion,feature_educational_caustic_mythologisation,0.995315720113223
feature_subcordate_hypsometric_matriarchate,feature_trad_unreduced_banian,0.999250515218116
feature_subcultural_overbearing_assiduity,feature_smuggled_scarabaeoid_fastball,0.971988006277076
feature_subdued_spiffier_kano,feature_gyroidal_embowed_pilcher,0.998219973643025
feature_subglobular_unsalable_patzer,feature_inconsiderate_unbooted_ricer,0.999437886413587
feature_subject_shaggier_relapse,feature_unadjusted_dissectible_warley,0.953719314718646
feature_submediant_serbonian_rangefinder,feature_store_comforted_goiter,0.994097807342661
feature_subovate_deicidal_brett,feature_devoured_disunited_didn't,0.994191492940397
feature_subsidiary_enzymatic_hedonist,feature_unspoilt_astronomical_lumper,0.950815061188845
feature_substandard_permissible_paresthesia,feature_orchitic_reported_coloration,0.963556302480878
feature_sudsy_polymeric_posteriority,feature_denuded_typed_wattmeter,0.999812628804529
feature_suggestive_sexological_massasauga,feature_spellable_quintic_idiotism,0.997189432067933
feature_sulkier_inebriated_sadduceeism,feature_pourable_multangular_requisition,0.937605391908135
feature_sulpha_wiring_ambiance,feature_guardant_irrepealable_onanist,1
feature_sumatran_lobose_novice,feature_treacly_heuristic_binding,0.936574850333043
feature_sunk_pyrrho_allah,feature_tangled_dropsical_uprooter,0.996814689676992
feature_supergene_legible_antarthritic,feature_glibber_deficient_jakarta,0.998969458424909
feature_symphysial_cossack_bonaparte,feature_humiliating_numerate_goldminer,1
feature_synoptic_botryose_earthwork,feature_twittery_tai_attainment,0.936668535930779
feature_syrian_coital_counterproof,feature_inured_conservable_forcer,0.99915682962038
feature_systematic_nappiest_bruiser,feature_falsifiable_performative_maxixe,1
feature_talcose_patelliform_cana,feature_rhinological_downier_gamb,0.996252576090578
feature_tanagrine_balconied_shut,feature_uneffaced_unintermitted_spurt,0.947067637279424
feature_tarry_meet_chapel,feature_gambogian_feudalist_diocletian,0.998782087229438
feature_teenage_tapetal_infector,feature_unassimilable_chunky_flattie,0.985385046753257
feature_telangiectatic_unwon_machtpolitik,feature_scroddled_groaning_sanctuary,0.995128348917752
feature_telephonic_shakable_bollock,feature_supercelestial_telic_dyfed,0.94903503483187
feature_telial_gnarliest_darmstadt,feature_interconnected_correlatable_exogamy,1
feature_telling_collinear_estanciero,feature_heterotopic_choreographic_argentina,0.973299604645373
feature_temporary_dreamful_aldershot,feature_polyzoarial_histologic_shallop,1
feature_tensed_cinnamonic_league,feature_analgesic_ardent_conservatoire,0.911092367748978
feature_tepidity_endocrinal_altaic,feature_natant_wriest_dollop,0.99475360652681
feature_tercentenary_triliteral_formosa,feature_lamplit_unengaged_mommy,0.967303726390299
feature_teriyaki_splashy_inaptitude,feature_bespangled_prim_might,0.997845231252083
feature_ternary_plump_floridity,feature_often_undermanned_nudist,0.953344572327704
feature_terrific_epigamic_affectivity,feature_seediest_ramshackle_reclamation,0.954843541891473
feature_tested_kinkiest_levigation,feature_homelike_telltale_silvan,0.994847292124546
feature_thalamencephalic_derisory_carte,feature_parsonish_rutty_citronella,0.976203858175174
feature_theban_byronic_prolation,feature_hidden_blue_bibber,1
feature_theocratic_discriminate_subchloride,feature_hefty_hesitant_mantissa,1
feature_theocratical_shredded_categorist,feature_jangly_weedier_bhang,1
feature_theophanic_winded_passacaglia,feature_scald_vanishing_enchainment,0.982480793223455
feature_thousandfold_cairned_commutator,feature_unapprehensive_thickety_etherification,0.998782087229438
feature_thumblike_aniconic_plantagenet,feature_australasian_dissatisfactory_intermarriage,1
feature_tidied_tinnier_sacker,feature_rifled_mum_ova,0.997751545654347
feature_tiniest_rangiest_investment,feature_periclean_proportionable_amaranth,1
feature_titillative_pledged_breccia,feature_epigraphic_leucocratic_rutherford,0.986696645121554
feature_tittering_virgilian_decliner,feature_mightier_chivalric_kana,0.999625257609058
feature_together_suppositive_aster,feature_objective_micro_langton,0.937792763103606
feature_toilful_exordial_synchro,feature_noetic_thermometric_pique,0.983979762787224
feature_tonal_graptolitic_corsac,feature_glyphographic_reparable_empyrean,0.990444069030976
feature_tortured_arsenical_arable,feature_incondite_undisappointing_telephotograph,0.997376803263405
feature_torturesome_estimable_preferrer,feature_conjoint_transverse_superstructure,0.9517519171662
feature_tossing_denominative_threshing,feature_ovine_bramblier_leaven,0.998501030436232
feature_totemic_unshaded_encore,feature_literal_memoriter_heavy,0.986228217132876
feature_trabeate_eutherian_valedictory,feature_brackish_obstructed_almighty,0.963743673676349
feature_tranquilizing_abashed_glyceria,feature_grimmest_prostate_doctrinaire,0.993816750549455
feature_transmontane_clerkly_value,feature_liftable_direful_polyploid,0.938729619080961
feature_transpiring_subsolar_biggy,feature_sinister_footworn_tilling,0.994097807342662
feature_travelled_semipermeable_perruquier,feature_coraciiform_sciurine_reef,1
feature_treed_nomographic_trivet,feature_schizomycetic_gooey_mynah,0.927955775341375
feature_triadic_vitreum_gelding,feature_untamed_contemplative_deism,0.99391043614719
feature_tribal_germinable_yarraman,feature_peckish_impetrative_kanpur,0.998407344838496
feature_tricksy_dithyrambic_pallet,feature_runniest_unstaying_toom,1
feature_trim_axial_suffocation,feature_guttering_half_spondee,0.987446129903439
feature_trochaic_metonymic_dichogamy,feature_interfemoral_battered_ghetto,0.997751545654347
feature_tweedy_noncontroversial_poisoner,feature_precursory_catching_inertia,0.997938916849818
feature_twentieth_pampered_statocyst,feature_prototypical_daylong_glop,0.995409405710959
feature_twilled_eliminable_orthoepy,feature_stannic_peevish_idocrase,0.998501030436232
feature_twinning_inconsequent_quercetin,feature_perverted_unapproving_sawyer,0.955780397868828
feature_twisty_adequate_minutia,feature_mancunian_stalky_charmeuse,0.995222034515488
feature_tyrian_wretched_frangipane,feature_chariest_unimplored_towboat,0.988289300283058
feature_umbonate_haired_grisette,feature_depletory_cannular_automatism,0.998688401631703
feature_umbrella_sternmost_cloverleaf,feature_heliotypic_deprivative_behavior,0.980794452464215
feature_unabolished_monographical_egestion,feature_inhospitable_baked_elopement,0.997376803263405
feature_unadjusted_citified_tupelo,feature_reproachable_foliaged_lysozyme,0.991943038594744
feature_unaimed_yonder_filmland,feature_newfangled_huddled_gest,0.998219973643025
feature_unaired_operose_lactoprotein,feature_cyclopedic_maestoso_daguerreotypist,0.998032602447554
feature_unaltered_squeezable_subway,feature_terminative_extroverted_interpretation,0.992411466583422
feature_unamazed_tumular_photomicrograph,feature_multiseriate_oak_benzidine,0.980981823659687
feature_unapplicable_jerkiest_klemperer,feature_conchal_angriest_oophyte,0.998032602447554
feature_unassimilated_waxed_vesicle,feature_geomorphological_uncompanioned_colander,0.978639683716298
feature_unattached_flowing_longfellow,feature_stimulant_proximal_moocher,0.954281428305059
feature_unawakening_escapism_totemist,feature_inducible_home_immovability,1
feature_unbagged_parliamentary_plough,feature_diocesan_reinvigorated_ebullience,0.997751545654348
feature_unbeaten_orological_dentin,feature_heedful_argyle_russianization,0.997376803263405
feature_unbenign_unpromising_aglet,feature_entozoic_adolescent_asci,0.994097807342662
feature_unblamed_mammoth_commie,feature_pedicular_fanfold_beseecher,0.999437886413587
feature_unblunted_titubant_sequoia,feature_inadequate_unisex_internationalisation,1
feature_unbreakable_nosological_comedian,feature_coseismic_surpassable_invariance,0.999437886413587
feature_unburied_exponent_pace,feature_narcotized_collectivist_evzone,0.999906314402265
feature_uncertified_myrmecological_nagger,feature_bootleg_clement_joe,0.985291361155521
feature_uncharged_unovercome_smolder,feature_coactive_bandoleered_trogon,0.992411466583422
feature_unco_terefah_thirster,feature_reduplicative_appalling_metastable,0.967772154378976
feature_uncomplimentary_malignant_scoff,feature_nubby_sissified_value,0.966460556010679
feature_uncompromising_fancy_kyle,feature_scarcest_vaporized_max,0.96664792720615
feature_uncurtailed_translucid_coccid,feature_elohistic_totalitarian_underline,0.982668164418926
feature_undebauched_conservatory_doronicum,feature_inhibiting_supernatural_runyon,0.980326024475538
feature_undemocratic_unrhymed_subarea,feature_intermingled_reedier_rookery,1
feature_underlying_pegmatitic_disperser,feature_twistable_comely_licensee,0.996533632883785
feature_undersealed_waxiest_floriculturist,feature_unheeding_tauromachian_ballup,0.996814689676992
feature_undersexed_agone_metaplasm,feature_bulbed_viscose_toy,0.885797256360384
feature_undescribed_methylic_friday,feature_deckled_exaggerative_algol,0.998688401631702
feature_undetermined_idle_aftergrowth,feature_recipient_perched_dendrochronologist,0.975360687795555
feature_undirected_perdu_ylem,feature_saclike_hyphal_postulator,0.99662731848152
feature_undisguised_whatever_gaul,feature_translucid_neuroanatomical_sego,0.996908375274727
feature_undissociated_fuzziest_monoamine,feature_virtuosic_afflicted_sumatra,0.962900503296729
feature_undistilled_controllable_quad,feature_endermatic_toasted_donald,0.998969458424909
feature_undivorced_unsatisfying_praetorium,feature_censorial_leachier_rickshaw,1
feature_undrossy_serpentiform_sack,feature_singhalese_cerographical_ego,0.997751545654347
feature_unemotional_quietistic_chirper,feature_born_valvular_blob,1
feature_unexceptionable_saprozoic_culturist,feature_fascial_biserrate_pout,1
feature_unextinct_smectic_isa,feature_hermitical_stark_serfhood,0.997189432067934
feature_unfathered_roofed_taskmaster,feature_adynamic_ramstam_urtica,0.997751545654347
feature_unfearing_phraseological_adder,feature_smashed_gynaecoid_septa,1
feature_unflagging_goodlier_invalidism,feature_unreduced_massive_hull,0.995409405710959
feature_unforbidden_flaming_settlement,feature_biaxal_forworn_sixty,0.974517517415935
feature_unforbidden_highbrow_kafir,feature_godliest_consistorian_woodpecker,0.99035038343324
feature_unforced_atwitter_nailer,feature_contrasty_ablaze_canaster,0.952969829936762
feature_unforeboding_cometic_billionaire,feature_hemihedral_fumed_marquisette,0.996533632883785
feature_unheaded_unmated_behaviour,feature_coercible_fecal_steradian,0.965523700033324
feature_unhygienic_brevipennate_viol,feature_leafiest_unrepaired_indemnification,0.978827054911769
feature_uninclosed_handcrafted_springing,feature_percipient_atelectatic_cinnamon,0.998126288045289
feature_univalve_abdicant_distrail,feature_septuple_bonapartean_sanbenito,0.933483225607771
feature_unkindled_apterygial_contributory,feature_recommendatory_prissy_flutter,0.997470488861141
feature_unknown_reusable_cabbage,feature_confusable_pursy_plosion,0.998875772827173
feature_unlawful_superintendent_brunet,feature_overjoyed_undriven_sauna,0.969271123942745
feature_unlike_creeping_mammock,feature_archaean_unregarded_caravel,0.998032602447554
feature_unlike_guelfic_sculp,feature_crushed_gleg_reintroduction,0.982668164418926
feature_unlivable_morbific_traveling,feature_misfeatured_sometime_tunneler,0.97629754377291
feature_unliving_bit_bengaline,feature_wistful_tussive_cycloserine,0.964493158458233
feature_unlocked_tetraethyl_mobility,feature_shellier_dowable_chyme,0.99643994728605
feature_unluckiest_mulley_benzyl,feature_tearing_unkingly_adulthood,1
feature_unmalleable_resistant_kingston,feature_deformable_unitary_schistosity,0.98341764920081
feature_unmeaning_ungyved_outboard,feature_frogged_slightest_patmore,1
feature_unmechanized_completed_specializer,feature_exuberant_helicoidal_baldachin,0.997938916849818
feature_unmentioned_peddling_arboretum,feature_sphygmic_young_latium,0.981637622843835
feature_unministerial_albinotic_salish,feature_kinematical_absorbable_specialisation,0.967303726390299
feature_unmodernized_vasodilator_galenist,feature_blubbery_octahedral_bushfire,0.957747795421274
feature_unmoved_alt_spoonerism,feature_unshaken_ahorse_wehrmacht,0.939947531851523
feature_unmown_circumventive_drayage,feature_unworked_tribadic_catalyst,0.995784148101901
feature_unnetted_bay_premillennialist,feature_flawy_caller_superior,0.98341764920081
feature_unnourishing_indiscreet_occiput,feature_reservable_peristomal_emden,0.960183620962398
feature_unperfect_implemental_cellarage,feature_irritant_reciprocal_pelage,0.941352815817556
feature_unpruned_pedagoguish_inkblot,feature_bearable_sacrificial_sewer,0.997751545654347
feature_unrated_intact_balmoral,feature_brawling_unpeppered_comedian,0.990444069030976
feature_unrelieved_rawish_cement,feature_donsie_folkish_renitency,0.997095746470199
feature_unrequired_waxing_skeptic,feature_dormie_sodden_steed,1
feature_unsafe_perspectivist_dairyman,feature_superhuman_coenobitical_scotticism,0.96833426796539
feature_unsafe_trodden_wintle,feature_diphthongal_unvisored_knothole,0.991006182617389
feature_unsatisfied_mesopotamian_woodruff,feature_exhilarative_agleam_hebron,0.997938916849818
feature_unscheduled_malignant_shingling,feature_floriated_amish_sprite,1
feature_unsealed_suffixal_babar,feature_iffy_pretty_gumming,0.99831365924076
feature_unseasonable_weathered_med,feature_infested_feathered_pen,0.997657860056612
feature_unsensualized_classier_professionalisation,feature_grizzled_reformist_soberer,0.96224470411258
feature_unseparable_cedarn_orcadian,feature_planular_naturistic_pinhead,0.983417649200811
feature_unshaped_compound_trunkfish,feature_sweatier_orbital_arrhenotoky,0.995222034515488
feature_unshingled_dotier_bose,feature_axonometric_unkindly_sienna,0.976578600566116
feature_unshuttered_curly_uvular,feature_unhazarded_droning_bellow,1
feature_unsolvable_majuscular_caique,feature_chorionic_coated_undergraduette,0.99728311766567
feature_unsparing_moralistic_commissary,feature_overstrung_dysmenorrheal_ingolstadt,0.998126288045289
feature_unsparred_scarabaeid_anthologist,feature_corniest_undue_scall,0.987446129903439
feature_unspotted_practiced_gland,feature_doggish_mouthwatering_abelard,0.964867900849175
feature_unstacked_trackable_blizzard,feature_triangled_rubber_skein,0.997564174458876
feature_unstaying_contrary_ichor,feature_tetrabasic_enervated_hemiparasite,0.994940977722282
feature_unstitched_peppercorny_value,feature_conglomerate_amphipod_sewellel,0.962806817698993
feature_unsurveyed_boyish_aleph,feature_lacerable_backmost_vaseline,0.998032602447554
feature_unsurveyed_chopped_feldspathoid,feature_rankine_meaty_port,0.998875772827174
feature_unsyllabled_skin_underworkman,feature_tutelary_mangier_cryoscopy,0.967678468781241
feature_untellable_penal_allegorization,feature_agaze_lancinate_zohar,0.997564174458876
feature_untinged_crystallographic_succulent,feature_eruciform_scorbutic_overkill,1
feature_untouchable_unsolvable_agouti,feature_certificated_putrescent_godship,0.996158890492844
feature_untransmuted_homeric_crevice,feature_coequal_ambient_philopena,0.991099868215124
feature_untrimmed_monaxial_accompanist,feature_plumular_constantinian_repositing,0.985291361155521
feature_untumbled_histologic_inion,feature_styloid_subdermal_cytotoxin,1
feature_unvaried_social_bangkok,feature_unsustaining_chewier_adnoun,1
feature_unwarrantable_egotistic_guayule,feature_herpetologic_unjoyful_lodgepole,0.997938916849818
feature_unwatered_sightable_hardtack,feature_ultra_unpolluted_adsorbent,0.998969458424909
feature_unweary_congolese_captain,feature_guardant_giocoso_natterjack,1
feature_unwinding_prettyish_megger,feature_tinkly_driftiest_maurya,0.996158890492843
feature_unwonted_trusted_fixative,feature_massive_demisable_spouse,0.985666103546463
feature_unwrung_corkiest_jarvey,feature_hated_twiggiest_mash,0.978452312520827
feature_upturned_epicanthic_galilee,feature_octopod_skirting_jurat,0.997002060872463
feature_uretic_seral_decoding,feature_anglophobic_unformed_maneuverer,0.98341764920081
feature_urochordal_swallowed_curn,feature_geochemical_unsavoury_collection,0.969926923126894
feature_vaunting_offshore_bogey,feature_gravest_insincere_bronwen,0.873805499850236
feature_vedic_laryngitic_battuta,feature_legged_spatiotemporal_basalt,1
feature_vedic_mitral_swiz,feature_litigant_unsizable_rhebok,1
feature_venatic_intermetallic_darling,feature_geostrophic_adaptative_karla,0.998594716033967
feature_verism_awing_countrywoman,feature_undisguised_photoelectric_floorboard,0.99559677690643
feature_vestmental_hoofed_transpose,feature_crookback_workable_infringement,0.926269434582134
feature_vibrational_schooled_quadrivalence,feature_petitory_norwegian_tsaritza,1
feature_virtual_standard_instigator,feature_martial_hallowed_incorruptibility,1
feature_viverrine_lockable_quitch,feature_tetraploid_vorticose_mil,0.988195614685323
feature_vizierial_courtlier_hampton,feature_dustproof_unafraid_stampede,0.995877833699637
feature_volitional_ascensive_selfhood,feature_nappiest_unportioned_readjustment,1
feature_voltairean_consolidative_parallel,feature_bratty_disrespectable_bookstand,0.987727186696645
feature_voltairean_dyslogistic_epagoge,feature_subinfeudatory_brainy_carmel,0.997376803263405
feature_voltairian_blackened_lodge,feature_pinnatiped_unelected_irreverence,0.985197675557786
feature_vulcanological_sepulchral_spean,feature_jazziest_spellbinding_philabeg,0.995784148101901
feature_wale_planned_tolstoy,feature_diverted_astral_dunghill,0.991380925008331
feature_wastable_nobler_peeling,feature_wendish_synchronal_advertency,1
feature_watery_behaviorist_incitation,feature_improbable_pouched_gaitskell,0.977047028554794
feature_wavier_estranged_handstand,feature_thrasonical_subaltern_inoculation,0.976672286163852
feature_waving_unmourned_bloke,feature_adjustable_ruffled_lumberjacket,0.996908375274727
feature_waxiest_orthogonal_hiroshima,feature_unchaste_raisable_tetraploidy,0.996065204895108
feature_weldable_beribboned_margate,feature_twiggier_fogged_prosodist,0.937230649517192
feature_westering_immunosuppressive_crapaud,feature_relinquished_incognizable_batholith,1
feature_whatsoe'er_discredited_faerie,feature_saut_shalwar_culpability,0.893573160972433
feature_whistleable_unbedimmed_chokey,feature_unnameable_abysmal_net,0.987446129903438
feature_whitened_remanent_blast,feature_approximal_telautographic_sharkskin,0.970957464701984
feature_whitewashed_aliunde_mesopotamia,feature_fatalistic_cramoisy_locative,0.933483225607771
feature_wholesale_contrived_caracole,feature_intromittent_evasive_swordcraft,0.969083752747274
feature_whopping_eminent_attempter,feature_milliary_hyperpyretic_medea,0.999531572011323
feature_wicker_crescent_slavocrat,feature_sophistic_translucid_abutment,1
feature_widespread_mannish_seaquake,feature_incredible_glimmering_hoydenism,0.996252576090579
feature_wieldable_defiled_aperitive,feature_unforgivable_airtight_reinsurance,0.943039156576795
feature_wiliest_specialistic_azrael,feature_effortful_inenarrable_johnsonianism,1
feature_winsome_irreproachable_milkfish,feature_unreproved_cultish_glioma,0.99747048886114
feature_wispy_reverberating_fyrd,feature_supportive_sublime_phenolic,0.996533632883785
feature_wombed_reverberatory_colourer,feature_guerrilla_arrested_flavine,0.937136963919457
feature_wry_bursal_treadler,feature_augmentable_scriabin_fortnight,0.953063515534497
feature_yankee_nonary_okavango,feature_biosynthetic_wambly_cullender,0.919336700349706
feature_yearning_tippy_taking,feature_pacifist_unmeaning_haslet,0.997938916849818
feature_zarathustrian_albigensian_itch,feature_underdressed_tanagrine_prying,0.983323963603075
feature_zionist_enterable_vagabond,feature_daytime_arching_expropriator,0.990725125824182
feature_zoochemical_brimful_hector,feature_undebauched_cobaltic_guerrilla,0.998032602447554
feature_zymotic_varnished_mulga,feature_wrought_muckier_temporality,0.991849352997009
